井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
43号井,202107,S2F2-S2F3,13.7,31,1120,,,,,
43号井,202108,S2F2-S2F3,13.7,30.21,1051,,,,,
43号井,202109,S2F2-S2F3,13.7,30,,,,,,
43号井,202110,S2F2-S2F3,13.7,31,,,,,,
43号井,202111,S2F2-S2F3,13.7,30,1046,,,,,
43号井,202112,S2F2-S2F3,13.7,31,981,,,,,
44号井,200201,S2F2-S2F2,22,9.09,,81,56,25,0.0056,0.0025
44号井,200202,S2F2-S2F2,22,23.1,1231,229,207,22,0.0263,0.0047
44号井,200203,S2F2-S2F2,22,,,0,,,0.0263,0.0047
45号井,200201,S2F2-S2F2,8.4,7.06,,58,16,42,0.0016,0.0042
45号井,200202,S2F2-S2F2,8.4,,,0,,,0.0016,0.0042
45号井,200203,S2F2-S2F2,8.4,18.19,2142,127,70,57,0.0086,0.0099
45号井,200204,S2F2-S2F2,8.4,29.17,,113,60,53,0.0146,0.0152
45号井,200205,S2F2-S2F2,8.4,30.19,,138,76,62,0.0222,0.0214
45号井,200206,S2F2-S2F2,8.4,23.03,,103,44,59,0.0266,0.0273
45号井,200207,S2F2-S2F2,8.4,29.23,2025,100,41,59,0.0307,0.0332
45号井,200208,S2F2-S2F2,8.4,7.05,,20,9,11,0.0316,0.0343
46号井,200203,S2F2-S2F2,6.5,28.12,,119,82,37,0.0082,0.0037
46号井,200204,S2F2-S2F2,6.5,24.22,,80,66,14,0.0148,0.0051
46号井,200205,S2F2-S2F2,6.5,30.16,,77,60,17,0.0208,0.0068
46号井,200206,S2F2-S2F2,6.5,29.21,,121,108,13,0.0316,0.0081
46号井,200207,S2F2-S2F2,6.5,30.21,1910,131,119,12,0.0435,0.0093
46号井,200208,S2F2-S2F2,6.5,30.21,1920,136,127,9,0.0562,0.0102
46号井,200209,S2F2-S2F2,6.5,29.19,,110,99,11,0.0661,0.0113
46号井,200210,S2F2-S2F2,6.5,30.21,1355,107,82,25,0.0743,0.0138
46号井,200211,S2F2-S2F2,6.5,29.21,,83,63,20,0.0806,0.0158
46号井,200212,S2F2-S2F2,6.5,30.19,,81,55,26,0.0861,0.0184
46号井,200301,S2F2-S2F2,6.5,30.21,1941,74,44,30,0.0905,0.0214
46号井,200302,S2F2-S2F2,6.5,27.21,,117,73,44,0.0978,0.0258
46号井,200303,S2F2-S2F2,6.5,30.21,,123,79,44,0.1057,0.0302
46号井,200304,S2F2-S2F2,6.5,29.16,,109,72,37,0.1129,0.0339
46号井,200305,S2F2-S2F2,6.5,30.21,,92,54,38,0.1183,0.0377
46号井,200306,S2F2-S2F2,6.5,29.18,,97,60,37,0.1243,0.0414
46号井,200307,S2F2-S2F2,6.5,11.02,,23,13,10,0.1256,0.0424
47号井,200205,S2F2-S2F2,11.8,0.18,,20,4,16,0.0004,0.0016
47号井,200206,S2F2-S2F2,11.8,28.19,1593,335,310,25,0.0314,0.0041
47号井,200207,S2F2-S2F2,11.8,30.21,1625,385,385,,0.0699,0.0041
47号井,200208,S2F2-S2F2,11.8,30.21,1551,455,455,,0.1154,0.0041
47号井,200209,S2F2-S2F2,11.8,29.05,1602,463,463,,0.1617,0.0041
47号井,200210,S2F2-S2F2,11.8,31,1573,516,516,,0.2133,0.0041
47号井,200211,S2F2-S2F2,11.8,30,1550,547,547,,0.268,0.0041
47号井,200212,S2F2-S2F2,11.8,31,1548,636,636,,0.3316,0.0041
47号井,200301,S2F2-S2F2,11.8,30.2,1217,638,638,,0.3954,0.0041
47号井,200302,S2F2-S2F2,11.8,28,1592,586,586,,0.454,0.0041
47号井,200303,S2F2-S2F2,11.8,30.19,1442,643,643,,0.5183,0.0041
47号井,200304,S2F2-S2F2,11.8,30,,613,613,,0.5796,0.0041
47号井,200305,S2F2-S2F2,11.8,30.21,,622,622,,0.6418,0.0041
47号井,200306,S2F2-S2F2,11.8,29.17,,612,612,,0.703,0.0041
47号井,200307,S2F2-S2F2,11.8,30.21,,602,602,,0.7632,0.0041
47号井,200308,S2F2-S2F2,11.8,30.21,,617,617,,0.8249,0.0041
47号井,200309,S2F2-S2F2,11.8,29.21,,615,615,,0.8864,0.0041
47号井,200310,S2F2-S2F2,11.8,30.12,1290,622,622,,0.9486,0.0041
47号井,200311,S2F2-S2F2,11.8,29.21,1404,603,603,,1.0089,0.0041
47号井,200312,S2F2-S2F2,11.8,30.21,1380,535,535,,1.0624,0.0041
47号井,200401,S2F2-S2F2,11.8,30.21,1353,540,540,,1.1164,0.0041
47号井,200402,S2F2-S2F2,11.8,28.21,1336,536,536,,1.17,0.0041
47号井,200403,S2F2-S2F2,11.8,30.16,1319,566,566,,1.2266,0.0041
47号井,200404,S2F2-S2F2,11.8,29.21,1404,540,540,,1.2806,0.0041
47号井,200405,S2F2-S2F2,11.8,30.21,1366,584,584,,1.339,0.0041
47号井,200406,S2F2-S2F2,11.8,29.14,,594,594,,1.3984,0.0041
47号井,200407,S2F2-S2F2,11.8,30.21,,576,576,,1.456,0.0041
47号井,200408,S2F2-S2F2,11.8,30.21,1309,640,638,2,1.5198,0.0043
47号井,200409,S2F2-S2F2,11.8,29.21,1309,648,635,13,1.5833,0.0056
47号井,200410,S2F2-S2F2,11.8,30.21,1357,700,659,41,1.6492,0.0097
47号井,200411,S2F2-S2F2,11.8,29.21,1399,639,619,20,1.7111,0.0117
47号井,200412,S2F2-S2F2,11.8,30.18,1453,656,648,8,1.7759,0.0125
47号井,200501,S2F2-S2F2,11.8,30.21,1312,665,656,9,1.8415,0.0134
47号井,200502,S2F2-S2F2,11.8,27.21,1291,597,588,9,1.9003,0.0143
47号井,200503,S2F2-S2F2,11.8,30.21,,645,634,11,1.9637,0.0154
47号井,200504,S2F2-S2F2,11.8,29.17,1343,617,600,17,2.0237,0.0171
47号井,200505,S2F2-S2F2,11.8,30.21,1119,600,585,15,2.0822,0.0186
47号井,200506,S2F2-S2F2,11.8,29.19,,563,544,19,2.1366,0.0205
47号井,200507,S2F2-S2F2,11.8,25,1506,539,491,48,2.1857,0.0253
47号井,200508,S2F2-S2F2,11.8,30.21,,740,721,19,2.2578,0.0272
47号井,200509,S2F2-S2F2,11.8,30,1346,687,680,7,2.3258,0.0279
47号井,200510,S2F2-S2F2,11.8,31,,693,673,20,2.3931,0.0299
47号井,200511,S2F2-S2F2,11.8,29.16,1556,600,581,19,2.4512,0.0318
47号井,200512,S2F2-S2F2,11.8,25.14,,295,270,25,2.4782,0.0343
47号井,200601,S2F2-S2F2,11.8,31,,346,335,11,2.5117,0.0354
47号井,200602,S2F2-S2F2,15.8,24.01,,354,264,90,2.5381,0.0444
47号井,200603,S2F2-S2F2,15.8,30.18,,549,541,8,2.5922,0.0452
47号井,200604,S2F2-S2F2,15.8,30,,536,530,6,2.6452,0.0458
47号井,200605,S2F2-S2F2,15.8,31,,713,698,15,2.715,0.0473
47号井,200606,S2F2-S2F2,15.8,30,,741,720,21,2.787,0.0494
47号井,200607,S2F2-S2F2,15.8,31,,778,755,23,2.8625,0.0517
47号井,200608,S2F2-S2F2,15.8,25.19,1795,548,434,114,2.9059,0.0631
47号井,200609,S2F2-S2F2,15.8,30,,501,428,73,2.9487,0.0704
47号井,200610,S2F2-S2F2,15.8,28.15,,470,363,107,2.985,0.0811
47号井,200611,S2F2-S2F2,15.8,29.19,,506,405,101,3.0255,0.0912
47号井,200612,S2F2-S2F2,15.8,30.06,,500,385,115,3.064,0.1027
47号井,200701,S2F2-S2F2,15.8,31,,615,483,132,3.1123,0.1159
47号井,200702,S2F2-S2F2,15.8,20.19,,447,340,107,3.1463,0.1266
47号井,200703,S2F2-S2F2,15.8,30.19,,526,409,117,3.1872,0.1383
47号井,200704,S2F2-S2F2,15.8,29.18,,486,384,102,3.2256,0.1485
47号井,200705,S2F2-S2F2,15.8,30.02,,470,378,92,3.2634,0.1577
47号井,200706,S2F2-S2F2,15.8,,,0,,,3.2634,0.1577
48号井,200206,S2F6-S2F6,4.3,29.21,472,178,135,43,0.0135,0.0043
48号井,200207,S2F6-S2F6,4.3,28.1,1070,171,164,7,0.0299,0.005
48号井,200208,S2F6-S2F6,4.3,30.19,1342,152,133,19,0.0432,0.0069
48号井,200209,S2F6-S2F6,4.3,17.07,,75,73,2,0.0505,0.0071
48号井,200210,S2E2-S2E6,7.6,15.2,,122,66,56,0.0571,0.0127
48号井,200211,S2E2-S2E6,7.6,29,,98,84,14,0.0655,0.0141
48号井,200212,S2E2-S2E6,7.6,30.21,,72,62,10,0.0717,0.0151
48号井,200301,S2E2-S2E6,7.6,30.21,,67,62,5,0.0779,0.0156
48号井,200302,S2E2-S2E6,7.6,27.21,,70,65,5,0.0844,0.0161
48号井,200303,S2E2-S2E6,7.6,30.21,1109,84,81,3,0.0925,0.0164
48号井,200304,S2E2-S2E6,7.6,29.21,,89,84,5,0.1009,0.0169
48号井,200305,S2E2-S2E6,7.6,30.21,,117,111,6,0.112,0.0175
48号井,200306,S2E2-S2E6,7.6,21,,125,118,7,0.1238,0.0182
48号井,200307,S2E2-S2E6,7.6,12.14,,19,13,6,0.1251,0.0188
48号井,200308,S2E2-S2E6,7.6,16.16,,15,7,8,0.1258,0.0196
48号井,200309,S2E2-S2E6,7.6,30,,0,,,0.1258,0.0196
48号井,200310,S2E2-S2E6,7.6,30.08,,0,,,0.1258,0.0196
48号井,200311,S2E2-S2E6,7.6,29.15,,0,,,0.1258,0.0196
48号井,200312,S2E2-S2E6,7.6,30.21,,0,,,0.1258,0.0196
48号井,200401,S2E2-S2E6,7.6,31,,0,,,0.1258,0.0196
48号井,200402,S2E2-S2E6,7.6,5,,0,,,0.1258,0.0196
48号井,200403,S2E2-S2E6,7.6,13.18,,70,29,41,0.1287,0.0237
48号井,200404,S2E2-S2E6,7.6,29.21,,108,71,37,0.1358,0.0274
48号井,200405,S2E2-S2E6,7.6,30.19,,95,59,36,0.1417,0.031
48号井,200406,S2E2-S2E6,7.6,18.21,,49,29,20,0.1446,0.033
48号井,200407,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200408,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200409,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200410,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200411,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200412,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200501,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200502,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200503,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200504,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200505,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200506,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200507,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200508,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200509,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200510,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200511,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200512,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200601,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200602,S2E2-S2E6,7.6,,,0,,,0.1446,0.033
48号井,200603,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200604,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200605,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200606,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200607,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200608,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200609,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200610,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200611,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200612,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200701,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200702,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200703,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200704,S2F2-S2F6,7.6,,,0,,,0.1446,0.033
48号井,200705,S2F2-S2F6,7.6,16.03,,177,53,124,0.1499,0.0454
48号井,200706,S2F2-S2F6,7.6,29.22,,200,77,123,0.1576,0.0577
48号井,200707,S2F2-S2F6,7.6,30.17,,163,78,85,0.1654,0.0662
48号井,200708,S2F2-S2F6,7.6,30.17,,163,73,90,0.1727,0.0752
48号井,200709,S2F2-S2F6,7.6,29.22,,145,61,84,0.1788,0.0836
48号井,200710,S2F2-S2F6,7.6,30.22,,155,69,86,0.1857,0.0922
48号井,200711,S2F2-S2F6,7.6,29.2,,141,60,81,0.1917,0.1003
48号井,200712,S2F2-S2F6,7.6,30.19,1378,124,50,74,0.1967,0.1077
48号井,200801,S2F2-S2F6,7.6,30.16,725,109,47,62,0.2014,0.1139
48号井,200802,S2F2-S2F6,7.6,28.22,365,78,39,39,0.2053,0.1178
48号井,200803,S2F2-S2F6,7.6,28.19,338,50,29,21,0.2082,0.1199
48号井,200804,S2F2-S2F6,7.6,26.16,,210,96,114,0.2178,0.1313
48号井,200805,S2F2-S2F6,7.6,30.18,,166,85,81,0.2263,0.1394
48号井,200806,S2F2-S2F6,7.6,29.19,,129,55,74,0.2318,0.1468
48号井,200807,S2F2-S2F6,7.6,30.11,,176,82,94,0.24,0.1562
48号井,200808,S2F2-S2F6,7.6,30.22,,134,49,85,0.2449,0.1647
48号井,200809,S2F2-S2F6,7.6,29.22,,140,48,92,0.2497,0.1739
48号井,200810,S2F2-S2F6,7.6,30.2,,103,40,63,0.2537,0.1802
48号井,200811,S2F2-S2F6,7.6,5.15,764,18,3,15,0.254,0.1817
48号井,200812,S2F2-S2F6,7.6,30.22,1000,112,21,91,0.2561,0.1908
48号井,200901,S2F2-S2F6,7.6,30.22,1244,114,48,66,0.2609,0.1974
48号井,200902,S2F2-S2F6,7.6,27.19,1176,140,48,92,0.2657,0.2066
48号井,200903,S2F2-S2F6,7.6,30.22,800,114,47,67,0.2704,0.2133
48号井,200904,S2F2-S2F6,7.6,29.18,920,125,44,81,0.2748,0.2214
48号井,200905,S2F2-S2F6,7.6,30.22,894,104,37,67,0.2785,0.2281
48号井,200906,S2F2-S2F6,7.6,29.1,911,94,31,63,0.2816,0.2344
48号井,200907,S2F2-S2F6,7.6,26.16,372,82,31,51,0.2847,0.2395
48号井,200908,S2F2-S2F6,7.6,10.09,611,40,1,39,0.2848,0.2434
48号井,200909,S2F2-S2F6,7.6,6.06,,13,0,13,0.2848,0.2447
48号井,200910,S2F2-S2F6,7.6,9.15,692,17,0,17,0.2848,0.2464
48号井,200911,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,200912,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201001,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201002,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201003,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201004,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201005,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201006,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201007,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201008,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201009,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201010,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201011,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201012,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
48号井,201101,S2F2-S2F6,7.6,,,0,,,0.2848,0.2464
49号井,200009,S2F2-S2F3,11.9,18.09,1310,433,423,10,0.0423,0.001
49号井,200010,S2F2-S2F3,11.9,30.16,,697,697,,0.112,0.001
49号井,200011,S2F2-S2F3,11.9,29.21,,554,554,,0.1674,0.001
49号井,200012,S2F2-S2F3,11.9,30.21,,546,546,,0.222,0.001
49号井,200101,S2F2-S2F3,11.9,25.1,,408,354,54,0.2574,0.0064
49号井,200102,S2F2-S2F3,11.9,27.21,,299,299,,0.2873,0.0064
49号井,200103,S2F2-S2F3,11.9,30.17,,330,330,,0.3203,0.0064
49号井,200104,S2F2-S2F3,11.9,29.16,,245,245,,0.3448,0.0064
49号井,200105,S2F2-S2F3,12,26.1,,231,231,,0.3679,0.0064
49号井,200106,S2F2-S2F3,12,11.08,,143,143,,0.3822,0.0064
50号井,200002,S2F2-S2F2,20,7,,563,516,47,0.0516,0.0047
50号井,200003,S2F2-S2F2,20,30.1,590,2277,2277,,0.2793,0.0047
50号井,200004,S2F2-S2F2,20,29.07,459,1946,1946,,0.4739,0.0047
50号井,200005,S2F2-S2F2,20,30.15,555,1835,1835,,0.6574,0.0047
50号井,200006,S2F2-S2F2,20,29.21,,1631,1631,,0.8205,0.0047
50号井,200007,S2F2-S2F2,20,30.18,,1651,1651,,0.9856,0.0047
50号井,200008,S2F2-S2F2,20,31,,1506,1506,,1.1362,0.0047
50号井,200009,S2F2-S2F2,20,29.09,903,1446,1446,,1.2808,0.0047
50号井,200010,S2F2-S2F2,20,30.21,,1552,1552,,1.436,0.0047
50号井,200011,S2F2-S2F2,20,29.21,,1506,1506,,1.5866,0.0047
50号井,200012,S2F2-S2F2,20,30.21,,1307,1307,,1.7173,0.0047
50号井,200101,S2F2-S2F2,20,30.21,,1087,1087,,1.826,0.0047
50号井,200102,S2F2-S2F2,20,27.21,,922,922,,1.9182,0.0047
50号井,200103,S2F2-S2F2,20,28.23,,833,833,,2.0015,0.0047
50号井,200104,S2F2-S2F2,20,27.02,,683,662,21,2.0677,0.0068
50号井,200105,S2F2-S2F2,20,28.22,,738,738,,2.1415,0.0068
50号井,200106,S2F2-S2F2,20,29.13,,786,786,,2.2201,0.0068
50号井,200107,S2F2-S2F2,20,30.05,,782,782,,2.2983,0.0068
50号井,200108,S2F2-S2F2,20,30.2,,793,792,1,2.3775,0.0069
50号井,200109,S2F2-S2F2,20,28.17,,755,755,,2.453,0.0069
50号井,200110,S2F2-S2F2,20,30.21,,801,801,,2.5331,0.0069
50号井,200111,S2F2-S2F2,20,29.21,,731,730,1,2.6061,0.007
50号井,200112,S2F2-S2F2,20,30.21,,706,706,,2.6767,0.007
50号井,200201,S2F2-S2F2,20,30.21,,726,717,9,2.7484,0.0079
50号井,200202,S2F2-S2F2,20,21.19,,569,499,70,2.7983,0.0149
50号井,200203,S2F2-S2F2,20,29.1,,583,444,139,2.8427,0.0288
50号井,200204,S2F2-S2F2,20,29.2,,675,595,80,2.9022,0.0368
50号井,200205,S2F2-S2F2,20,30.19,,737,566,171,2.9588,0.0539
50号井,200206,S2F2-S2F2,20,29.15,,769,505,264,3.0093,0.0803
50号井,200207,S2F2-S2F2,20,30.16,,861,541,320,3.0634,0.1123
50号井,200208,S2F2-S2F2,20,30.23,1158,1006,530,476,3.1164,0.1599
50号井,200209,S2F2-S2F2,20,28.23,,1037,496,541,3.166,0.214
50号井,200210,S2F2-S2F2,20,30.17,,1111,487,624,3.2147,0.2764
50号井,200211,S2F2-S2F2,20,29.21,,1258,323,935,3.247,0.3699
50号井,200212,S2F2-S2F2,20,30.21,1272,1269,397,872,3.2867,0.4571
50号井,200301,S2F2-S2F2,20,30.18,,1245,484,761,3.3351,0.5332
50号井,200302,S2F2-S2F2,20,27.21,,1091,475,616,3.3826,0.5948
50号井,200303,S2F2-S2F2,20,30.21,,1189,540,649,3.4366,0.6597
50号井,200304,S2F2-S2F2,20,29.21,,1162,503,659,3.4869,0.7256
50号井,200305,S2F2-S2F2,20,30.21,,1163,454,709,3.5323,0.7965
50号井,200306,S2F2-S2F2,20,29.17,1406,1061,407,654,3.573,0.8619
50号井,200307,S2F2-S2F2,20,26.01,,1058,408,650,3.6138,0.9269
50号井,200308,S2F2-S2F2,20,30.18,,1437,659,778,3.6797,1.0047
50号井,200309,S2F2-S2F2,20,29.18,,1372,512,860,3.7309,1.0907
50号井,200310,S2F2-S2F2,20,30.21,,1520,619,901,3.7928,1.1808
50号井,200311,S2F2-S2F2,20,13.09,,403,152,251,3.808,1.2059
50号井,200312,S2F2-S2F2,20,29.11,,1139,432,707,3.8512,1.2766
50号井,200401,S2F2-S2F2,20,30.21,,1236,352,884,3.8864,1.365
50号井,200402,S2F2-S2F2,20,26.21,,933,287,646,3.9151,1.4296
50号井,200403,S2F2-S2F2,20,28.16,,1251,410,841,3.9561,1.5137
50号井,200404,S2F2-S2F2,20,29.21,,1226,475,751,4.0036,1.5888
50号井,200405,S2F2-S2F2,20,30.19,,1268,487,781,4.0523,1.6669
50号井,200406,S2F2-S2F2,20,29.1,,1272,415,857,4.0938,1.7526
50号井,200407,S2F2-S2F2,20,30.14,,1457,404,1053,4.1342,1.8579
50号井,200408,S2F2-S2F2,20,11.03,,531,143,388,4.1485,1.8967
50号井,200409,S2F2-S2F2,20,29.17,,1281,421,860,4.1906,1.9827
50号井,200410,S2F2-S2F2,20,30.21,,975,390,585,4.2296,2.0412
50号井,200411,S2F2-S2F2,20,16.1,,410,153,257,4.2449,2.0669
50号井,200412,S2F2-S2F2,20,27.17,,1940,514,1426,4.2963,2.2095
50号井,200501,S2F2-S2F2,20,30.22,,3065,1160,1905,4.4123,2.4
50号井,200502,S2F2-S2F2,20,28,,3102,773,2329,4.4896,2.6329
50号井,200503,S2F2-S2F2,20,31,578,3162,601,2561,4.5497,2.889
50号井,200504,S2F2-S2F2,20,29.16,786,2841,463,2378,4.596,3.1268
50号井,200505,S2F2-S2F2,20,31,819,2794,356,2438,4.6316,3.3706
50号井,200506,S2F2-S2F2,20,30,557,2555,285,2270,4.6601,3.5976
50号井,200507,S2F2-S2F2,20,31,458,3065,266,2799,4.6867,3.8775
50号井,200508,S2F2-S2F2,20,30.21,452,2789,232,2557,4.7099,4.1332
50号井,200509,S2F2-S2F2,20,30,571,2228,171,2057,4.727,4.3389
50号井,200510,S2F2-S2F2,20,30.18,916,2276,191,2085,4.7461,4.5474
50号井,200511,S2F2-S2F2,20,30,1211,2147,187,1960,4.7648,4.7434
50号井,200512,S2F2-S2F2,20,31,1246,1991,165,1826,4.7813,4.926
50号井,200601,S2F2-S2F2,20,31,,1998,129,1869,4.7942,5.1129
50号井,200602,S2F2-S2F2,20,28,,2381,158,2223,4.81,5.3352
50号井,200603,S2F2-S2F2,20,31,1483,3189,198,2991,4.8298,5.6343
50号井,200604,S2F2-S2F2,20,30,,3376,181,3195,4.8479,5.9538
50号井,200605,S2F2-S2F2,20,30.1,1421,3431,199,3232,4.8678,6.277
50号井,200606,S2F2-S2F2,20,29.2,1356,3203,172,3031,4.885,6.5801
50号井,200607,S2F2-S2F2,20,30.17,1343,3394,191,3203,4.9041,6.9004
50号井,200608,S2F2-S2F2,20,30.17,1306,3498,180,3318,4.9221,7.2322
50号井,200609,S2F2-S2F2,20,30,1412,3222,167,3055,4.9388,7.5377
50号井,200610,S2F2-S2F2,20,31,1401,3316,168,3148,4.9556,7.8525
50号井,200611,S2F2-S2F2,20,30,1304,3376,154,3222,4.971,8.1747
50号井,200612,S2F2-S2F2,20,31,1320,3506,149,3357,4.9859,8.5104
50号井,200701,S2F2-S2F2,20,31,1326,3654,143,3511,5.0002,8.8615
50号井,200702,S2F2-S2F2,20,28,1000,3222,131,3091,5.0133,9.1706
50号井,200703,S2F2-S2F2,20,31,982,3541,155,3386,5.0288,9.5092
50号井,200704,S2F2-S2F2,20,30,1262,3310,163,3147,5.0451,9.8239
50号井,200705,S2F2-S2F2,20,30.22,1260,3576,176,3400,5.0627,10.1639
50号井,200706,S2F2-S2F2,20,30,,3532,177,3355,5.0804,10.4994
50号井,200707,S2F2-S2F2,20,31,,3658,179,3479,5.0983,10.8473
50号井,200708,S2F2-S2F2,20,31,,3677,179,3498,5.1162,11.1971
50号井,200709,S2F2-S2F2,20,30,1197,3574,192,3382,5.1354,11.5353
50号井,200710,S2F2-S2F2,20,31,1346,3626,182,3444,5.1536,11.8797
50号井,200711,S2F2-S2F2,20,30,,3407,169,3238,5.1705,12.2035
50号井,200712,S2F2-S2F2,20,31,,3510,144,3366,5.1849,12.5401
50号井,200801,S2F2-S2F2,20,30.19,,3631,126,3505,5.1975,12.8906
50号井,200802,S2F2-S2F2,20,29,,3395,135,3260,5.211,13.2166
50号井,200803,S2F2-S2F2,20,31,,3586,143,3443,5.2253,13.5609
50号井,200804,S2F2-S2F2,20,30,,3373,134,3239,5.2387,13.8848
50号井,200805,S2F2-S2F2,20,31,788,3459,234,3225,5.2621,14.2073
50号井,200806,S2F2-S2F2,20,30,,3080,145,2935,5.2766,14.5008
50号井,200807,S2F2-S2F2,20,30.05,,2967,98,2869,5.2864,14.7877
50号井,200808,S2F2-S2F2,20,26.19,1218,2748,92,2656,5.2956,15.0533
50号井,200809,S2F2-S2F2,20,30,1220,3523,126,3397,5.3082,15.393
50号井,200810,S2F2-S2F2,20,30.2,1010,3710,128,3582,5.321,15.7512
50号井,200811,S2F2-S2F2,20,30,1259,3577,114,3463,5.3324,16.0975
50号井,200812,S2F2-S2F2,20,31,1179,3474,108,3366,5.3432,16.4341
50号井,200901,S2F2-S2F2,20,31,1077,3572,88,3484,5.352,16.7825
50号井,200902,S2F2-S2F2,20,27.14,,3039,83,2956,5.3603,17.0781
50号井,200903,S2F2-S2F2,20,31,1428,3499,99,3400,5.3702,17.4181
50号井,200904,S2F2-S2F2,20,29.15,1313,3387,103,3284,5.3805,17.7465
50号井,200905,S2F2-S2F2,20,31,1220,3483,101,3382,5.3906,18.0847
50号井,200906,S2F2-S2F2,20,30,1297,3391,99,3292,5.4005,18.4139
50号井,200907,S2F2-S2F2,20,31,1281,3542,113,3429,5.4118,18.7568
50号井,200908,S2F2-S2F2,20,31,1355,3429,105,3324,5.4223,19.0892
50号井,200909,S2F2-S2F2,20,30,1428,3235,94,3141,5.4317,19.4033
50号井,200910,S2F2-S2F2,20,31,,3448,103,3345,5.442,19.7378
50号井,200911,S2F2-S2F2,20,29.12,,3204,96,3108,5.4516,20.0486
50号井,200912,S2F2-S2F2,20,30.22,,3406,105,3301,5.4621,20.3787
50号井,201001,S2F2-S2F2,20,30.15,,3317,97,3220,5.4718,20.7007
50号井,201002,S2F2-S2F2,20,28,,3016,94,2922,5.4812,20.9929
50号井,201003,S2F2-S2F2,20,29.22,,3243,106,3137,5.4918,21.3066
50号井,201004,S2F2-S2F2,20,30,,3190,102,3088,5.502,21.6154
50号井,201005,S2F2-S2F2,20,30.22,,3310,90,3220,5.511,21.9374
50号井,201006,S2F2-S2F2,20,28.22,,3179,93,3086,5.5203,22.246
50号井,201007,S2F2-S2F2,20,30.21,1372,3318,112,3206,5.5315,22.5666
50号井,201008,S2F2-S2F2,20,30.2,1439,3280,123,3157,5.5438,22.8823
50号井,201009,S2F2-S2F2,20,30,1171,3200,120,3080,5.5558,23.1903
50号井,201010,S2F2-S2F2,20,27.04,1342,2945,123,2822,5.5681,23.4725
50号井,201011,S2F2-S2F2,20,30,847,3553,182,3371,5.5863,23.8096
50号井,201012,S2F2-S2F2,20,30.17,,3725,178,3547,5.6041,24.1643
50号井,201101,S2F2-S2F2,20,31,1074,3824,171,3653,5.6212,24.5296
50号井,201102,S2F2-S2F2,20,28,1105,3498,163,3335,5.6375,24.8631
