¾®ºÅ,Äê ÔÂ,²ã Î»,É° ºñ,Éú²úÌìÊý,ÈÕ×¢ÄÜÁ¦(m3),¸ÉÑ¹(Mpa),ÓÍÑ¹(Mpa),Ì×Ñ¹(Mpa),ÔÂ×¢Ë®(m3),Äê×¢Ë®(10^4m3),ÀÛ×¢Ë®(10^4m3)
44ºÅ¾®,201910,S2F2-S2F2,22,31,143,12.5,9.9,8.8,4425,3.7169,143.0904
44ºÅ¾®,201911,S2F2-S2F2,22,30,166,12.4,12.1,9.8,4968,4.2137,143.5872
44ºÅ¾®,201912,S2F2-S2F2,22,30.23,201,12.1,11.4,8.6,6226,4.8363,144.2098
44ºÅ¾®,202001,S2F2-S2F2,22,31,197,12,11.9,9.1,6119,0.6119,144.8217
44ºÅ¾®,202002,S2F2-S2F2,22,28.22,198,12.1,11.5,8.7,5714,1.1833,145.3931
44ºÅ¾®,202003,S2F2-S2F2,22,30.18,197,12.3,11.2,8.5,6061,1.7894,145.9992
44ºÅ¾®,202004,S2F2-S2F2,22,30,207,11.8,9.3,6.6,6217,2.4111,146.6209
44ºÅ¾®,202005,S2F2-S2F2,22,31,200,12.2,10.9,8.2,6192,3.0303,147.2401
44ºÅ¾®,202006,S2F2-S2F2,22,29.08,181,13.1,10.6,6.8,5302,3.5605,147.7703
44ºÅ¾®,202007,S2F2-S2F2,22,31,164,13.4,12.2,8.6,5076,4.0681,148.2779
44ºÅ¾®,202008,S2F2-S2F2,22,31,168,13.4,12,8.2,5202,4.5883,148.7981
44ºÅ¾®,202009,S2F2-S2F2,22,29.18,178,13.3,11.9,9.2,5287,5.117,149.3268
44ºÅ¾®,202010,S2F2-S2F2,22,31,177,13.3,11.7,9,5494,5.6664,149.8762
44ºÅ¾®,202011,S2F2-S2F2,22,29.23,189,13.3,10.8,8.1,5660,6.2324,150.4422
44ºÅ¾®,202012,S2F2-S2F2,22,27.05,181,13,10.8,3.6,4914,6.7238,150.9336
44ºÅ¾®,202101,S2F2-S2F2,22,30.21,166,13.3,11.4,8.6,5132,0.5132,151.4468
44ºÅ¾®,202102,S2F2-S2F2,22,27.21,215,13.1,10.7,7.9,5988,1.112,152.0456
44ºÅ¾®,202103,S2F2-S2F2,22,31,204,13.2,12.9,9.3,6339,1.7459,152.6795
44ºÅ¾®,202104,S2F2-S2F2,22,29.22,216,13.1,11.7,8.7,6476,2.3935,153.3271
44ºÅ¾®,202105,S2F2-S2F2,22,30.23,195,13,12,9.2,6051,2.9986,153.9322
44ºÅ¾®,202106,S2F2-S2F2,22,29.18,185,13,10.6,8,5511,3.5497,154.4833
44ºÅ¾®,202107,S2F2-S2F2,22,30.03,179,13,13,10.5,5386,4.0883,155.0219
44ºÅ¾®,202108,S2F2-S2F2,22,30.17,172,13.4,12.4,9.9,5295,4.6178,155.5514
44ºÅ¾®,202109,S2F2-S2F2,22,29.12,152,13.3,13.3,10.8,4470,5.0648,155.9984
44ºÅ¾®,202110,S2F2-S2F2,22,27.17,292,13.5,13.5,11.3,8091,5.8739,156.8075
44ºÅ¾®,202111,S2F2-S2F2,22,28.1,312,13.5,10.1,7.1,8855,6.7594,157.693
44ºÅ¾®,202112,S2F2-S2F2,22,2.23,178,13.5,9.7,6.7,528,6.8122,157.7458
45ºÅ¾®,200208,S2F2S2F-S2F2,8.4,14.05,43,12,11.5,12,606,0.0606,0.0606
45ºÅ¾®,200209,S2F2S2F-S2F2,8.4,29.07,23,11,10.5,11,677,0.1283,0.1283
45ºÅ¾®,200210,S2F2S2F-S2F2,8.4,30.19,12,12.3,11.8,12.3,384,0.1667,0.1667
45ºÅ¾®,200211,S2F2S2F-S2F2,8.4,28.22,63,11.3,15.5,16,1824,0.3491,0.3491
45ºÅ¾®,200212,S2F2S2F-S2F2,8.4,30.14,71,12.4,13.6,14.1,2172,0.5663,0.5663
45ºÅ¾®,200301,S2F2S2F-S2F2,8.4,30.11,81,11.6,14.6,15.1,2475,0.2475,0.8138
45ºÅ¾®,200302,S2F2S2F-S2F2,8.4,27.05,64,11.4,14.3,14.8,1751,0.4226,0.9889
45ºÅ¾®,200303,S2F2S2F-S2F2,8.4,30.23,83,12.1,17,17.5,2570,0.6796,1.2459
45ºÅ¾®,200304,S2F2S2F-S2F2,8.4,30,102,12.3,18.2,18.7,3069,0.9865,1.5528
45ºÅ¾®,200305,S2F2S2F-S2F2,8.4,30.16,118,12.2,19.5,20,3610,1.3475,1.9138
45ºÅ¾®,200306,S2F2S2F-S2F2,8.4,29.11,97,13.4,15.3,15.8,2870,1.6345,2.2008
45ºÅ¾®,200307,S2F2S2F-S2F2,8.4,30.15,104,13.4,21.1,22.4,3173,1.9518,2.5181
45ºÅ¾®,200308,S2F2S2F-S2F2,8.4,30.23,27,12.3,11.8,12.3,829,2.0347,2.601
45ºÅ¾®,200309,S2F2S2F-S2F2,8.4,29.23,31,12.4,12.1,12.4,925,2.1272,2.6935
45ºÅ¾®,200310,S2F2S2F-S2F2,8.4,29.2,90,12.1,11.7,12.1,2678,2.395,2.9613
45ºÅ¾®,200311,S2F2S2F-S2F2,8.4,29.07,46,12.4,18.4,19.4,1356,2.5306,3.0969
45ºÅ¾®,200312,S2F2S2F-S2F2,8.4,29.2,51,12.8,18.2,19.2,1512,2.6818,3.2481
45ºÅ¾®,200401,S2F2S2F-S2F2,8.4,30.18,49,13.4,18.2,19.2,1514,0.1514,3.3995
45ºÅ¾®,200402,S2F2S2F-S2F2,8.4,28.15,41,12.9,18.9,19.9,1162,0.2676,3.5157
45ºÅ¾®,200403,S2F2S2F-S2F2,8.4,30.07,45,13.2,18.7,19.7,1374,0.405,3.6531
45ºÅ¾®,200404,S2F2S2F-S2F2,8.4,29.05,39,13.5,12.5,13.5,1153,0.5203,3.7684
45ºÅ¾®,200405,S2F2S2F-S2F2,8.4,30.17,42,13.5,19.9,20.8,1289,0.6492,3.8973
45ºÅ¾®,200406,S2F2S2F-S2F2,8.4,29.1,26,12.9,11.9,12.9,772,0.7264,3.9745
45ºÅ¾®,200407,S2F2S2F-S2F2,8.4,30.22,42,13.5,18.1,19.1,1309,0.8573,4.1054
45ºÅ¾®,200408,S2F2S2F-S2F2,8.4,30.23,44,13.3,19.1,20.1,1365,0.9938,4.2419
45ºÅ¾®,200409,S2F2S2F-S2F2,8.4,29.15,38,13.5,18.8,19.8,1127,1.1065,4.3546
45ºÅ¾®,200410,S2F2S2F-S2F2,8.4,30.22,45,13.2,19.3,20.3,1397,1.2462,4.4943
45ºÅ¾®,200411,S2F2S2F-S2F2,8.4,29.21,34,13.2,18.4,19.3,1006,1.3468,4.5949
45ºÅ¾®,200412,S2F2S2F-S2F2,8.4,30.15,47,12.8,20.8,21.8,1432,1.49,4.7381
45ºÅ¾®,200501,S2F2S2F-S2F2,8.4,30.23,52,12.6,20.8,21.8,1620,0.162,4.9001
45ºÅ¾®,200502,S2F2S2F-S2F2,8.4,27.08,34,12.2,21.2,22.2,938,0.2558,4.9939
45ºÅ¾®,200503,S2F2S2F-S2F2,8.4,30.22,25,13.1,18.5,19.5,780,0.3338,5.0719
45ºÅ¾®,200504,S2F2S2F-S2F2,8.4,11.16,38,13.1,1,,441,0.3779,5.116
45ºÅ¾®,200505,S2F2S2F-S2F2,8.4,13.17,77,12.9,12.5,12.5,1050,0.4829,5.221
45ºÅ¾®,200506,S2F2S2F-S2F2,8.4,29.17,43,13.4,13.4,13.4,1292,0.6121,5.3502
45ºÅ¾®,200507,S2F2S2F-S2F2,8.4,30.14,59,13.5,18.4,18.4,1806,0.7927,5.5308
45ºÅ¾®,200508,S2F2S2F-S2F2,8.4,26.21,68,13.7,20,20,1834,0.9761,5.7142
45ºÅ¾®,200509,S2F2S2F-S2F2,8.4,29.11,46,13,21.1,21.1,1364,1.1125,5.8506
45ºÅ¾®,200510,S2F2S2F-S2F2,8.4,30.1,37,12.4,18.5,18.5,1116,1.2241,5.9622
45ºÅ¾®,200511,S2F2S2F-S2F2,8.4,29.05,58,12.6,20.4,20.4,1683,1.3924,6.1305
45ºÅ¾®,200512,S2F2S2F-S2F2,8.4,30.17,47,13,19,19,1430,1.5354,6.2735
45ºÅ¾®,200601,S2F2S2F-S2F2,8.4,30.23,42,12.8,18.9,18.9,1304,0.1304,6.4039
45ºÅ¾®,200602,S2F2-S2F2,8.4,27.09,38,12.8,17.8,17.8,1039,0.2343,6.5078
45ºÅ¾®,200603,S2F2-S2F2,8.4,29.16,37,13.3,13.3,13.3,1108,0.3451,6.6186
45ºÅ¾®,200604,S2F2-S2F2,8.4,29.17,72,12.9,19.5,19.5,2134,0.5585,6.832
45ºÅ¾®,200605,S2F2-S2F2,8.4,29.12,44,13.2,22.1,22.1,1295,0.688,6.9615
45ºÅ¾®,200606,S2F2-S2F2,8.4,28.17,31,12.9,22.8,22.8,877,0.7757,7.0492
45ºÅ¾®,200607,S2F2-S2F2,8.4,30.18,33,13.5,22.7,22.7,1026,0.8783,7.1518
45ºÅ¾®,200608,S2F2-S2F2,8.4,30.11,23,13.7,20.3,20.3,692,0.9475,7.221
45ºÅ¾®,200609,S2F2-S2F2,8.4,18.18,45,12.9,12.9,12.9,835,1.031,7.3045
45ºÅ¾®,200610,S2F2-S2F2,8.4,30.22,78,13.4,21.8,21.8,2399,1.2709,7.5444
45ºÅ¾®,200611,S2F2-S2F2,8.4,29.21,63,12.9,21.2,21.2,1889,1.4598,7.7333
45ºÅ¾®,200612,S2F2-S2F2,8.4,28.02,27,12.6,20.4,20.4,759,1.5357,7.8092
45ºÅ¾®,200701,S2F2-S2F2,8.4,30.23,34,12.6,20.4,20.4,1041,0.1041,7.9133
45ºÅ¾®,200702,S2F2-S2F2,8.4,28,75,13.1,19.4,19.4,2102,0.3143,8.1235
45ºÅ¾®,200703,S2F2-S2F2,8.4,29.17,73,13.3,13.3,13.3,2158,0.5301,8.3393
45ºÅ¾®,200704,S2F2-S2F2,8.4,28.06,111,12.6,8,8,3143,0.8444,8.6536
45ºÅ¾®,200705,S2F2-S2F2,8.4,30.01,110,13.3,7.3,7.3,3319,1.1763,8.9855
45ºÅ¾®,200706,S2F2-S2F2,8.4,29.18,102,13.3,8.1,8.1,3030,1.4793,9.2885
45ºÅ¾®,200707,S2F2-S2F2,8.4,30.21,114,13,7.5,7.5,3525,1.8318,9.641
45ºÅ¾®,200708,S2F2-S2F2,8.4,31,91,13,7.5,7.5,2807,2.1125,9.9217
45ºÅ¾®,200709,S2F2-S2F2,8.4,29.19,95,12.7,6.6,6.6,2829,2.3954,10.2046
45ºÅ¾®,200710,S2F2-S2F2,8.4,31,86,12.8,6.3,6.3,2662,2.6616,10.4708
45ºÅ¾®,200711,S2F2-S2F2,8.4,29.23,146,12.8,9.5,9.5,4373,3.0989,10.9081
45ºÅ¾®,200712,S2F2-S2F2,8.4,30.16,197,12.6,8.8,8.8,6050,3.7039,11.5131
45ºÅ¾®,200801,S2F2-S2F2,8.4,31,197,12.2,8.8,8.8,6092,0.6092,12.1223
45ºÅ¾®,200802,S2F2-S2F2,8.4,28.22,205,12.4,9,9,5924,1.2016,12.7147
45ºÅ¾®,200803,S2F2-S2F2,8.4,30.11,207,12.6,9.7,9.7,6319,1.8335,13.3466
45ºÅ¾®,200804,S2F2-S2F2,8.4,29.06,220,12.5,9.9,9.9,6429,2.4764,13.9895
45ºÅ¾®,200805,S2F2-S2F2,8.4,31,218,12.6,9.4,9.4,6760,3.1524,14.6655
45ºÅ¾®,200806,S2F2-S2F2,8.4,30,218,12.5,9.5,9.5,6547,3.8071,15.3202
45ºÅ¾®,200807,S2F2-S2F2,8.4,30.22,219,12.4,10.3,10.3,6781,4.4852,15.9983
45ºÅ¾®,200808,S2F2-S2F2,8.4,30.18,224,12.1,12.1,12.1,6885,5.1737,16.6868
45ºÅ¾®,200809,S2F2-S2F2,8.4,29.23,260,12.5,8,8,7797,5.9534,17.4665
45ºÅ¾®,200810,S2F2-S2F2,8.4,31,223,12.8,7.3,7.3,6919,6.6453,18.1584
45ºÅ¾®,200811,S2F2-S2F2,8.4,30,227,12.2,8,8,6811,7.3264,18.8395
45ºÅ¾®,200812,S2F2-S2F2,8.4,30.08,81,12.2,12.2,12.2,2472,7.5736,19.0867
45ºÅ¾®,200901,S2F2-S2F2,8.4,30.23,67,12,12,12,2081,0.2081,19.2948
45ºÅ¾®,200902,S2F2-S2F2,8.4,28,88,12.5,12.5,12.5,2470,0.4551,19.5418
45ºÅ¾®,200903,S2F2-S2F2,8.4,31,96,12.3,12.3,12.3,2977,0.7528,19.8395
45ºÅ¾®,200904,S2F2-S2F2,8.4,29.16,61,12.3,12.3,12.3,1805,0.9333,20.02
45ºÅ¾®,200905,S2F2-S2F2,8.4,31,86,12.8,12.8,12.8,2673,1.2006,20.2873
45ºÅ¾®,200906,S2F2-S2F2,8.4,30,139,13.2,13.2,13.2,4171,1.6177,20.7044
45ºÅ¾®,200907,S2F2-S2F2,8.4,31,179,12.3,12.3,12.3,5536,2.1713,21.258
45ºÅ¾®,200908,S2F2-S2F2,8.4,29.09,157,12.5,12.5,12.5,4626,2.6339,21.7206
45ºÅ¾®,200909,S2F2-S2F2,8.4,28.19,189,12,12,12,5439,3.1778,22.2645
45ºÅ¾®,200910,S2F2-S2F2,8.4,30.2,203,11.5,11.5,11.5,6246,3.8024,22.8891
45ºÅ¾®,200911,S2F2-S2F2,8.4,30,200,11.6,11.6,11.6,5987,4.4011,23.4878
45ºÅ¾®,200912,S2F2-S2F2,8.4,31,246,11.6,11.6,11.6,7613,5.1624,24.2491
45ºÅ¾®,201001,S2F2-S2F2,8.4,30.19,235,11.7,10.1,10.1,7235,0.7235,24.9726
45ºÅ¾®,201002,S2F2-S2F2,8.4,28,244,12,10,10,6838,1.4073,25.6564
45ºÅ¾®,201003,S2F2-S2F2,8.4,30.23,224,12.2,9.8,9.8,6936,2.1009,26.35
45ºÅ¾®,201004,S2F2-S2F2,8.4,30,234,12,9.1,9.1,7028,2.8037,27.0528
45ºÅ¾®,201005,S2F2-S2F2,8.4,30.14,220,12.3,9.4,9.4,6727,3.4764,27.7255
45ºÅ¾®,201006,S2F2-S2F2,8.4,29.21,203,12.5,8.9,8.9,6065,4.0829,28.332
45ºÅ¾®,201007,S2F2-S2F2,8.4,30.1,217,11.8,11.1,11.1,6607,4.7436,28.9927
45ºÅ¾®,201008,S2F2-S2F2,8.4,30.16,215,12.3,8.4,8.4,6579,5.4015,29.6506
45ºÅ¾®,201009,S2F2-S2F2,8.4,29.23,214,12.4,8.4,8.4,6415,6.043,30.2921
45ºÅ¾®,201010,S2F2-S2F2,8.4,29.12,221,12.4,7.4,7.4,6511,6.6941,30.9432
45ºÅ¾®,201011,S2F2-S2F2,8.4,29.04,222,12.2,6.9,6.9,6473,7.3414,31.5905
45ºÅ¾®,201012,S2F2-S2F2,8.4,31,229,12.3,7,7,7104,8.0518,32.3009
45ºÅ¾®,201101,S2F2-S2F2,8.4,30.18,226,12.5,7.6,7.6,6946,0.6946,32.9955
45ºÅ¾®,201102,S2F2-S2F2,8.4,8.07,230,12.3,7.6,7.6,1907,0.8853,33.1862
45ºÅ¾®,201103,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201104,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201105,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201106,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201107,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201108,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201109,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201110,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201111,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201112,S2F2-S2F2,8.4,,,,,,,0.8853,33.1862
45ºÅ¾®,201201,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201202,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201203,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201204,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201205,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201206,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201207,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201208,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201209,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201210,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201211,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201212,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201301,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201302,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201303,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201304,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201305,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201306,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201307,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201308,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201309,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201310,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201311,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201312,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201401,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201402,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201403,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201404,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201405,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201406,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201407,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201408,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201409,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201410,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201411,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201412,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201501,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201502,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201503,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201504,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201505,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201506,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201507,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201508,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201509,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201510,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201511,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201512,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201601,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201602,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201603,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201604,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201605,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201606,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201607,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201608,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201609,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201610,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201611,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201612,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201701,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201702,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201703,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201704,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201705,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201706,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201707,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201708,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201709,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201710,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201711,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201712,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201801,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201802,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201803,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201804,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201805,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201806,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201807,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201808,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201809,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201810,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201811,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201812,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201901,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201902,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201903,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201904,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201905,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201906,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201907,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201908,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201909,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201910,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201911,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,201912,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202001,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202002,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202003,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202004,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202005,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202006,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202007,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202008,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202009,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202010,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202011,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202012,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202101,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202102,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202103,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202104,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202105,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202106,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202107,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202108,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202109,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202110,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202111,S2F2-S2F2,8.4,,,,,,,0,33.1862
45ºÅ¾®,202112,S2F2-S2F2,8.4,,,,,,,0,33.1862
46ºÅ¾®,200307,S2F2S2F-S2F2,10.5,11.17,12,11.3,11.2,11.3,145,0.0145,0.0145
46ºÅ¾®,200308,S2F2S2F-S2F2,10.5,30.23,5,12.4,12.2,12.4,162,0.0307,0.0307
46ºÅ¾®,200309,S2F2S2F-S2F2,10.5,26.23,35,12.5,12.1,12.5,943,0.125,0.125
46ºÅ¾®,200310,S2F2S2F-S2F2,10.5,30.23,105,12.1,17,17.8,3264,0.4514,0.4514
46ºÅ¾®,200311,S2F2S2F-S2F2,10.5,29.21,101,12.5,16.8,17.8,3008,0.7522,0.7522
46ºÅ¾®,200312,S2F2S2F-S2F2,10.5,29.22,114,12.7,15,16,3404,1.0926,1.0926
46ºÅ¾®,200401,S2F2S2F-S2F2,10.5,30.23,118,13,14.1,15.1,3663,0.3663,1.4589
46ºÅ¾®,200402,S2F2S2F-S2F2,10.5,28.23,107,12.7,14,15,3098,0.6761,1.7687
46ºÅ¾®,200403,S2F2S2F-S2F2,10.5,30.17,112,13,13.8,14.8,3434,1.0195,2.1121
46ºÅ¾®,200404,S2F2S2F-S2F2,10.5,29.18,98,13.1,13,14,2904,1.3099,2.4025
46ºÅ¾®,200405,S2F2S2F-S2F2,10.5,30.13,87,13,14,15,2644,1.5743,2.6669
46ºÅ¾®,200406,S2F2S2F-S2F2,10.5,29.16,88,13.3,13,14,2603,1.8346,2.9272
46ºÅ¾®,200407,S2F2S2F-S2F2,10.5,30.23,86,13.2,13,14,2666,2.1012,3.1938
46ºÅ¾®,200408,S2F2S2F-S2F2,10.5,30.2,85,12.6,13.6,14.6,2635,2.3647,3.4573
46ºÅ¾®,200409,S2F2S2F-S2F2,10.5,29.21,87,13.2,13.3,14.3,2607,2.6254,3.718
46ºÅ¾®,200410,S2F2S2F-S2F2,10.5,30.22,93,13.5,13.3,14.3,2875,2.9129,4.0055
46ºÅ¾®,200411,S2F2S2F-S2F2,10.5,29.18,83,13.2,14.3,15.3,2468,3.1597,4.2523
46ºÅ¾®,200412,S2F2S2F-S2F2,10.5,30.12,96,12.3,13,14,2929,3.4526,4.5452
46ºÅ¾®,200501,S2F2S2F-S2F2,10.5,30.17,115,12.6,12.6,13.6,3517,0.3517,4.8969
