井号,测点深度,井斜角,方位角
37号井,2639.89,23.1,284.37
37号井,2668.52,23.7,284.37
37号井,2697.16,24.1,284.67
37号井,2725.8,23.8,285.77
37号井,2754.43,23.7,285.07
37号井,2783.11,24.2,286.07
37号井,2811.8,24.4,284.27
37号井,2840.41,24.2,285.07
37号井,2869.04,24.69,285.87
37号井,2897.71,24.3,287.67
37号井,2926.35,24.2,286.77
37号井,2955,24.4,286.57
37号井,2969,24.5,286.47
38号井,224.48,0.96,302.05
38号井,253.24,1.07,189.94
38号井,281.99,1.3,208.1
38号井,310.66,1.29,218.51
38号井,339.32,1.09,222.11
38号井,367.81,0.7,219.04
38号井,396.46,0.69,200.18
38号井,425.12,0.88,195.32
38号井,453.64,1.09,199.51
38号井,482.29,1.29,198.61
38号井,510.9,1.53,202.41
38号井,539.68,1.41,213.01
38号井,568.1,1.19,222.25
38号井,596.85,0.95,225.34
38号井,625.75,0.75,201.87
38号井,654.54,0.96,193.24
38号井,682.93,1.21,188.39
38号井,711.57,1.23,189.58
38号井,740.12,1.43,198.13
38号井,768.34,1.35,211.2
38号井,797.12,1.39,221.22
38号井,825.54,1.33,233.02
38号井,854.15,1.05,237.81
38号井,882.9,0.81,234.65
38号井,911.69,0.45,219
38号井,940.08,0.44,182.9
38号井,968.63,0.73,176.05
38号井,996.85,0.86,176.63
38号井,1025.55,1.02,183.56
38号井,1054.34,0.9,200.97
38号井,1083.12,0.8,211.23
38号井,1111.72,0.49,208.81
38号井,1140.54,0.15,175.17
38号井,1168.7,0.21,122.1
38号井,1197.21,0.54,143.52
38号井,1225.39,0.84,149.75
38号井,1254.17,0.77,169.56
38号井,1282.98,0.82,184.95
38号井,1311.38,0.41,190.23
38号井,1340.14,0.54,205.44
38号井,1368.69,0.89,204.93
38号井,1397.43,0.58,220.57
38号井,1425.78,0.91,199.48
38号井,1454.33,1.29,186.55
38号井,1482.99,1.41,175.47
38号井,1511.43,0.85,191.87
38号井,1539.96,1.04,175.18
38号井,1568.8,0.99,169.56
38号井,1597.41,1.22,173.23
38号井,1625.98,2.06,192.26
38号井,1654.57,2.46,203.3
38号井,1683.43,2.49,205.13
38号井,1712.02,2.62,209.1
38号井,1740.76,2.81,213.89
38号井,1759.5,2.3,224.49
38号井,1769.04,3.04,214.79
38号井,1778.56,2.35,259.59
38号井,1788.12,3.27,300.69
38号井,1804.5,5.5,323.39
38号井,1814.04,6.83,329.39
38号井,1823.56,8.44,334.39
38号井,1842.62,11.81,335.79
38号井,1852.18,13.19,333.79
38号井,1871.12,16.66,334.79
38号井,1880.74,17.47,333.19
38号井,1894.3,19.11,328.99
38号井,1905.3,21,328.32
38号井,1933.66,20.19,330.24
38号井,1962.25,20.63,329.62
38号井,1990.56,21.33,329.29
38号井,2019.01,22.06,329.62
38号井,2038.24,22.15,331.14
38号井,2066.8,22.34,330.4
38号井,2095.16,22.96,331.18
38号井,2123.37,23.19,330.95
38号井,2151.72,23.68,330.76
38号井,2180.13,23.97,330.97
38号井,2208.48,24.41,330.34
38号井,2237.04,24.76,329.99
38号井,2265.61,25.77,329.89
38号井,2294.08,26.26,329.75
38号井,2322.44,25.33,329.28
38号井,2350.97,24.41,328.82
38号井,2379.43,23.59,328.86
38号井,2396.53,23.14,328.58
38号井,2416.97,22.67,328.24
38号井,2445.68,21.51,328.05
38号井,2475.22,20.48,327.66
38号井,2503.67,19.61,327.78
38号井,2532.19,19.02,325.53
38号井,2560.68,18.16,325.04
38号井,2589.07,17.72,326.5
38号井,2617.52,17.58,326.38
38号井,2646.09,16.73,325.12
38号井,2674.46,15.98,324.18
38号井,2702.95,15.29,323
38号井,2710.8,15.38,324.21
38号井,2726.62,14.82,323.26
38号井,2731.49,14.7,322.95
38号井,2760.11,13.95,323.84
38号井,2788.46,12.99,323.19
38号井,2793.42,12.82,321.92
39号井,384.93,0.2,302.7
39号井,413.52,0.38,19.65
39号井,442.19,0.53,27.65
39号井,470.87,0.71,38.03
39号井,499.36,0.74,42.26
39号井,527.94,0.66,42.49
39号井,556.65,0.6,58.02
39号井,585.3,0.38,68.38
39号井,613.88,0.58,63.58
39号井,642.37,0.75,65.74
39号井,670.99,0.22,51.71
39号井,699.6,0.42,339.75
39号井,728.31,0.63,354.08
39号井,756.99,0.64,29.25
39号井,785.57,0.58,37.09
39号井,814.2,0.38,53.54
39号井,842.69,0.53,2.29
39号井,871.34,0.51,14.57
39号井,900.04,0.46,22.9
39号井,928.78,0.39,51.73
39号井,957.39,0.27,58.31
39号井,986.07,0.17,112.83
39号井,1014.52,0.45,76.9
39号井,1043.06,0.29,82.25
39号井,1071.57,0.52,65.77
39号井,1100.02,0.4,66.4
39号井,1128.68,0.48,42.19
39号井,1157.34,0.79,49.07
39号井,1185.96,0.65,34.53
39号井,1214.61,0.67,38.9
39号井,1243.19,0.76,4.49
39号井,1271.68,0.74,24.61
39号井,1300.17,0.85,38.7
39号井,1328.85,0.94,47.15
39号井,1357.52,0.76,29.87
39号井,1386.11,0.96,36.8
39号井,1414.85,0.78,44.52
39号井,1443.55,0.78,65.67
39号井,1472.2,0.47,82.4
39号井,1500.83,0.25,83.36
39号井,1529.61,0.21,56.52
39号井,1558.32,0.23,85.53
39号井,1586.93,0.68,77.01
39号井,1615.55,0.73,110.95
39号井,1644.04,0.77,98.82
39号井,1672.72,1.06,113.81
39号井,1701.42,0.85,124.58
39号井,1729.98,0.61,128.66
39号井,1758.55,0.65,145.41
39号井,1787.17,0.07,309.63
39号井,1815.84,0.11,235.29
39号井,1844.54,0.29,285.1
39号井,1873,0.81,306.78
39号井,1901.36,0.87,305.62
39号井,1929.98,1.5,319
39号井,1955,3.3,273.36
39号井,1964.53,6.42,256.42
39号井,1984.01,13.4,248.36
39号井,1993.57,16.5,245.86
39号井,2003.19,19.7,244.96
39号井,2012.73,23.3,240.96
39号井,2022.28,27.1,238.76
39号井,2051.11,29.5,232.3
39号井,2080.24,29.9,232.87
39号井,2108.97,29.42,232.09
39号井,2136.75,28.62,230.4
39号井,2165.57,28.02,231.76
39号井,2193.9,27.8,230.16
39号井,2222.67,27,231.05
39号井,2225.34,27.96,231.12
39号井,2251.21,27.14,231.31
39号井,2254.06,27.77,231.69
39号井,2282.83,26.86,232.55
39号井,2311.45,26.26,231.93
39号井,2340.16,25.94,232.51
39号井,2355.82,25.93,232.77
39号井,2368.53,25.65,232.03
39号井,2397.15,25.48,229.92
39号井,2425.78,25.17,231
39号井,2450.91,24.51,229.92
39号井,2454.58,24.96,231.47
39号井,2483.26,24.81,231.75
39号井,2511.75,24.53,231.55
39号井,2540.45,23.87,232.89
39号井,2569.19,23.69,230.76
39号井,2584.05,23.66,233.74
39号井,2597.89,23.52,230.12
39号井,2626.14,23.67,230.25
39号井,2654.6,23.39,231.76
39号井,2683.36,23.27,231.61
39号井,2689.11,22.48,231.88
39号井,2711.89,22.91,231.76
39号井,2740.69,22.52,231.91
39号井,2769.37,22.52,231.22
39号井,2798.08,21.65,233.25
39号井,2826.6,20.86,232.79
39号井,2854.73,20.18,232.79
39号井,2882.94,19.67,233.04
39号井,2911.23,19.45,231.66
39号井,2923,19.28,234.66
40号井,370.68,0.66,30.95
40号井,399.48,0.48,154.49
40号井,428.24,0.46,134.38
40号井,457.06,0.3,182.37
40号井,485.87,0.1,122.31
40号井,514.56,0.25,341.61
40号井,543.48,0.32,1.77
40号井,572.3,0.45,29.1
40号井,600.3,0.43,46.83
40号井,629.15,0.46,67.34
40号井,657.94,0.64,82.37
40号井,686.67,0.51,117.04
40号井,715.51,0.71,118.28
40号井,744.34,0.57,134.28
40号井,773.19,0.6,131.86
40号井,801.97,0.45,121.34
40号井,830.91,0.37,102.82
40号井,859.93,0.26,82.9
40号井,888.79,0.12,59.66
40号井,917.5,0.14,320.16
40号井,946.31,0.38,321.78
40号井,975.12,0.42,327.02
40号井,1003.96,0.37,341.07
40号井,1032.69,0.31,358.44
40号井,1061.55,0.44,37.93
40号井,1090.28,0.36,13.87
40号井,1119.02,0.24,51.01
40号井,1147.8,0.33,18.05
40号井,1176.66,0.3,343.7
40号井,1205.49,0.38,20.36
40号井,1234.36,0.56,352.82
40号井,1263.07,0.49,334.38
40号井,1291.89,0.58,16.75
40号井,1320.72,0.54,324.37
40号井,1349.56,0.81,3.97
40号井,1378.3,0.88,350.68
40号井,1407.09,0.96,358.94
40号井,1435.73,1.24,351.3
40号井,1464.57,1.33,348.3
40号井,1493.34,1.18,343.78
40号井,1522.22,0.79,319.72
40号井,1550.94,1.33,349.12
40号井,1579.61,0.74,343.67
40号井,1608.46,0.81,348.26
40号井,1637.33,0.76,81.42
40号井,1666.13,0.8,323.05
40号井,1694.52,1.09,273.66
40号井,1722,0.68,329.08
40号井,1731.61,0.76,322.08
40号井,1741.21,0.72,296.28
40号井,1750.8,1.8,248.78
40号井,1760.4,4.45,238.88
40号井,1770.1,7.34,234.78
40号井,1779.62,10.12,232.58
40号井,1789.19,12.94,230.28
40号井,1798.79,15.9,227.78
40号井,1808.38,19.02,225.38
40号井,1817.99,22.18,223.68
40号井,1830.36,25.34,222.44
40号井,1859.08,23.97,222.19
40号井,1887.95,23.64,221.48
40号井,1897.71,23.52,221.28
40号井,1926.45,23.01,221.14
40号井,1955.26,22.64,220.56
40号井,1984.02,22.39,221.13
40号井,1993.63,22.64,221.74
40号井,2022.44,22.83,222.32
40号井,2051.26,23,222.89
40号井,2080.03,23.78,223.35
40号井,2089.62,23.76,224.04
40号井,2118.42,23.65,224.28
40号井,2147.17,23.51,224.42
40号井,2175.96,23.61,224.47
40号井,2204.69,23.86,224.63
40号井,2233.55,23.96,224.86
40号井,2262.31,24.03,225.04
40号井,2291.15,24.19,225.45
40号井,2319.78,24.21,225.82
40号井,2348.64,24.27,226.04
40号井,2377.47,24.26,226.27
40号井,2406.29,24.25,227.7
40号井,2435.1,24.31,228.15
40号井,2463.86,24.38,228.19
40号井,2492.68,24.47,228.8
40号井,2521.45,24.83,230.06
40号井,2550.14,25.06,230.3
40号井,2579.01,25.12,230.56
40号井,2607.85,25.6,231.02
40号井,2636.67,25.82,232.14
40号井,2665.48,26.38,232.3
40号井,2694.26,26.96,233.14
40号井,2723.17,27.22,233.69
40号井,2752.05,27.44,233.87
40号井,2761.89,27.77,234.18
40号井,2790.77,27.94,234.36
40号井,2800.62,28.34,234.8
40号井,2819.82,28.71,235.07
40号井,2848.46,28.96,235.69
40号井,2877.02,29.01,236.01
40号井,2905.96,29.53,236.82
40号井,2934.8,29.88,237.21
40号井,2963.66,30.09,237.28
40号井,2992.51,30.64,237.74
40号井,3021.34,30.91,238.01
40号井,3043,31.05,238.87
41号井,290.9,0.5,58.18
41号井,319.6,0.51,264.18
41号井,348.23,0.58,86.18
41号井,376.9,0.3,53.18
41号井,405.62,0.56,208.18
41号井,434.29,0.79,165.18
41号井,462.9,0.89,318.18
41号井,491.66,1.01,22.02
41号井,520.4,0.67,64.08
41号井,549,0.54,17.38
41号井,577.97,0.63,6.68
41号井,606.6,0.77,357.42
41号井,635.4,0.98,2.74
41号井,664.04,1.17,14.88
41号井,692.7,1.13,31.68
41号井,721.36,0.97,53.78
41号井,749.9,0.83,64.08
41号井,778.6,0.66,71.55
41号井,807.26,0.1,257.68
41号井,836,0.6,295.62
41号井,864.51,0.78,314.48
41号井,893.2,0.84,327.58
41号井,921.86,0.81,342.88
41号井,950.54,0.57,31.98
41号井,979.2,0.2,83.18
41号井,1007.9,0.09,174.14
41号井,1036.58,0.38,224.98
41号井,1065.23,0.58,249.18
41号井,1093.94,0.44,293.48
41号井,1122.59,0.64,324.18
41号井,1151.3,0.8,334.18
41号井,1180,0.88,348.38
41号井,1208.65,0.95,4.54
41号井,1237.4,0.83,16.53
41号井,1266.05,0.73,29.18
41号井,1294.71,0.22,43.98
41号井,1323.45,0.2,307.04
41号井,1352.1,0.49,289.52
41号井,1380.9,0.73,293.9
41号井,1409.6,0.9,290.47
41号井,1438.25,1.15,295.68
41号井,1466.9,1.04,309.01
41号井,1495.59,1.07,323.28
41号井,1524.26,1.04,333.6
41号井,1552.95,0.85,349.38
41号井,1581.61,0.57,4.77
41号井,1610.29,0.52,32.34
41号井,1639,0.39,63.18
41号井,1667.53,0.11,160.95
41号井,1696.2,0.14,243.18
41号井,1724.88,0.57,295.88
41号井,1753.53,0.81,320.18
41号井,1782.22,1.09,330.18
41号井,1810.97,1.32,334.98
41号井,1839.63,1.46,345.18
41号井,1868.22,1.47,359
41号井,1896.91,1.33,354.62
41号井,1925.65,1.19,326.94
41号井,1953.35,1.28,315.88
41号井,1982,1.41,302.33
41号井,2010.7,1.45,302.38
41号井,2039.04,2.6,339.18
41号井,2048.54,3.1,329.18
41号井,2057.54,5.1,310.18
41号井,2066.5,7.4,302.58
41号井,2076,9.6,298.18
41号井,2085.5,11.71,292.98
41号井,2094.5,14.02,290.28
41号井,2104,16.7,291.18
41号井,2113.8,19.33,290.88
41号井,2123,22.1,289.18
41号井,2132.73,24.1,287.18
41号井,2140.73,26.5,287.18
41号井,2163.87,25.38,284.49
41号井,2192.59,25.84,283.57
41号井,2221.27,25.32,283.98
41号井,2250.12,25.57,284.02
41号井,2278.71,25.2,284.08
41号井,2307.37,24.77,283.4
41号井,2336.02,24.33,284.45
41号井,2364.69,23.7,283.98
41号井,2393.23,23.4,282.88
41号井,2421.84,23,282.88
41号井,2450.51,23.3,282.18
41号井,2479.1,23.5,281.18
41号井,2507.8,23.59,281.18
41号井,2536.1,23.7,281.18
41号井,2564.82,23.59,280.68
41号井,2583.81,23.59,280.68
41号井,2598,23.5,280.58
41号井,2626.65,23.4,280.58
41号井,2655.26,23.3,280.38
41号井,2683.87,23.3,280.18
41号井,2693.5,23.3,279.68
41号井,2722.11,23.01,279.97
41号井,2750.71,22.79,280.19
41号井,2772.59,22.53,280.68
41号井,2801.24,22.58,280.58
41号井,2829.98,22.56,281.38
41号井,2858.64,22.51,280.15
41号井,2887.29,22.61,279.35
41号井,2916,22.7,278.45
41号井,2944.68,22.77,279.05
41号井,2973.3,22.49,278.06
41号井,3002,22.87,277.48
41号井,3032,22,277.18
42号井,370.85,0.69,1.38
42号井,399.59,0.41,18.2
42号井,428.28,0.38,11.97
42号井,457.02,0.35,8.22
42号井,485.74,0.34,8.63
42号井,514.41,0.29,349.04
42号井,543.16,0.53,6.47
42号井,571.87,0.43,351.53
42号井,600.56,0.45,7.37
42号井,629.21,0.38,5.61
42号井,657.91,0.19,12.87
42号井,686.57,0.39,5.14
42号井,715.27,0.34,359.53
42号井,743.94,0.4,270.89
42号井,772.66,0.37,254.91
42号井,801.38,0.49,249.66
42号井,830.09,0.64,245.55
42号井,858.79,0.42,215.13
42号井,887.52,0.07,286.61
42号井,916.17,0.12,324.77
42号井,944.87,0.28,71.4
42号井,973.57,0.12,148.61
42号井,1002.29,0.13,145.37
42号井,1030.96,0.14,139.6
42号井,1059.64,0.07,102.9
42号井,1088.34,0.03,10.67
42号井,1117.06,0.03,288.22
42号井,1145.78,0.07,236.34
42号井,1174.5,0.29,163.88
42号井,1203.22,0.31,121.31
42号井,1231.92,0.36,115.62
42号井,1260.63,0.32,32.73
42号井,1289.37,0.51,23.96
42号井,1318.12,0.49,14.66
42号井,1346.8,0.43,328.26
42号井,1375.55,0.15,99.2
42号井,1404.25,0.21,1.13
42号井,1432.97,0.37,87.23
42号井,1461.72,0.36,35
42号井,1490.38,0.33,11.41
42号井,1519.07,0.12,267.09
42号井,1547.77,0.43,149.15
42号井,1576.43,0.63,168.9
42号井,1605.16,1.16,202.2
42号井,1633.88,1.39,205.12
42号井,1662.62,1.83,206.59
42号井,1691.33,2.7,209.85
42号井,1720,3.24,218.73
42号井,1724.42,3.29,223.38
42号井,1753.16,3,229.5
42号井,1781.87,2.79,236.49
42号井,1810.56,2.93,280.92
42号井,1839.21,6.47,285.18
42号井,1867.91,13.01,271.15
42号井,1896.57,17.69,266.37
42号井,1925.27,18.21,266.91
42号井,1953.94,18.15,267.34
42号井,1982.66,18.32,266.85
42号井,2011.38,18.52,267.23
42号井,2040.09,17.82,268.7
42号井,2068.79,17.44,266.28
42号井,2097.52,17.83,266.03
42号井,2126.18,18.15,266.51
42号井,2154.87,17.99,265.66
42号井,2183.57,18.37,265.5
42号井,2212.3,18.93,264.21
42号井,2240.96,18.79,264.43
42号井,2269.64,18.8,265.57
42号井,2298.34,18.66,266.35
42号井,2327.06,18.85,265.38
42号井,2355.78,19.08,265.04
42号井,2384.5,19.49,264.48
42号井,2413.22,19.81,264.74
42号井,2441.93,20.04,264.6
42号井,2470.63,20.33,264.51
42号井,2499.37,20.68,265.79
42号井,2528.12,21.8,265.99
42号井,2556.8,21.61,263.79
42号井,2585.55,21.56,265.14
42号井,2614.25,22.06,265.64
42号井,2642.97,22.32,265.78
42号井,2671.72,22.53,266.31
42号井,2700.8,22.82,264.92
42号井,2729.07,22.7,265.4
42号井,2757.77,22.84,266.24
42号井,2786.43,22.75,266
42号井,2815.16,22.87,266.25
42号井,2843.88,22.63,267.51
42号井,2872.62,22.28,269.61
42号井,2901.33,22.49,268.23
42号井,2930,22.6,268.83
42号井,2944.9,20.08,273.06
42号井,2969.6,18.51,276.57
42号井,2994.9,17.19,283.06
42号井,3019,14.58,288.14
42号井,3022,14.58,288.14
43号井,364.16,0.62,232.94
43号井,392.68,0.57,234.83
43号井,421.26,0.6,225.61
43号井,449.82,0.61,226.35
43号井,478.36,0.64,233.78
43号井,506.87,0.61,244.57
43号井,535.48,0.57,228.95
43号井,564.02,0.57,234.83
43号井,592.59,0.58,226.36
43号井,621.13,0.64,233.78
43号井,649.63,0.54,234.65
43号井,678.17,0.45,234.73
43号井,735.22,0.02,297.85
43号井,763.8,0.07,309.68
43号井,792.34,0.2,63.66
43号井,820.85,0.22,81.06
43号井,849.38,0.21,71.57
43号井,877.88,0.32,88.18
43号井,906.39,0.2,76.6
43号井,906.71,0.17,263.17
43号井,934.91,0.07,254.58
43号井,963.53,0.13,271.81
43号井,992.04,0.1,269.51
43号井,1020.61,0.1,246.22
43号井,1049.03,0.16,348.82
43号井,1077.57,0.15,266.12
43号井,1106.14,0.24,271.66
43号井,1134.67,0.07,272.69
43号井,1163.28,0.24,213.57
43号井,1191.84,0.28,239.88
43号井,1248.92,0.54,230.14
43号井,1277.48,0.81,271.92
43号井,1306.05,1.22,294.27
43号井,1334.62,1.29,311.52
43号井,1363.16,1.62,309.93
43号井,1391.65,1.68,321.39
43号井,1420.11,1.31,298.5
43号井,1448.52,1.44,285.9
43号井,1477.02,1.72,299.93
43号井,1505.63,1.71,197.02
43号井,1534.16,1.64,299.58
43号井,1562.75,1.53,294.85
43号井,1591.36,1.41,286.74
43号井,1619.85,1.33,289.38
43号井,1648.49,1.48,292.21
43号井,1677,1.52,295.68
43号井,1697.24,1.56,281.64
43号井,1725.75,1.37,279.26
43号井,1754.21,1.4,256.55
43号井,1782.73,1.57,262.76
43号井,1811.31,1.54,259.38
43号井,1839.82,5.23,108.44
43号井,1868.38,13.45,100.29
43号井,1896.97,17.4,100.09
43号井,1925.46,17.3,100.05
43号井,1953.94,17.29,102.65
43号井,1982.4,17.03,100.06
43号井,2010.86,16.87,99.87
43号井,2039.42,17.3,102.46
43号井,2067.98,17.36,102.05
43号井,2096.51,17.36,101.24
43号井,2125.05,17.72,99.24
43号井,2153.61,17.26,101.19
43号井,2182.11,17.46,101.95
43号井,2210.58,17.28,99.8
43号井,2239.04,27.45,100.3
43号井,2267.46,17.51,101.09
43号井,2296.05,17.45,101.32
43号井,2324.59,17.21,101.34
43号井,2353.1,17.15,102.02
43号井,2381.68,17.44,98.71
43号井,2410.25,17.56,98.65
43号井,2438.7,17.42,98.84
43号井,2467.12,17.42,102.4
43号井,2495.66,17.93,102.11
43号井,2524.22,17.86,101.93
43号井,2552.78,17.5,102.32
43号井,2581.32,17.47,99.87
43号井,2609.89,17.4,101.5
43号井,2638.43,16.88,99.54
43号井,2666.97,16.17,100.76
43号井,2695.53,15.24,101.43
43号井,2724.12,13.79,102.09
43号井,2752.68,12.22,105.13
43号井,2781.25,11.55,104.43
43号井,2809.78,10.24,103.07
43号井,2838.29,9.09,102.54
43号井,2866.88,8.38,101.72
43号井,2895.46,7.93,103.34
43号井,2924.02,6.9,97.4
43号井,2947.56,4.63,93.22
43号井,2976.07,2.86,83.06
43号井,3004.6,1.38,36.04
43号井,3033.08,3.15,340.05
43号井,3061.57,2.89,333.19
43号井,3090,6.47,338.14
43号井,3095,6.47,338.14
44号井,2049.58,1.2,324.73
44号井,2078.07,1.09,342.16
44号井,2106.53,1.3,325.83
44号井,2130.66,0.7,219.58
44号井,2140.18,2.11,194.28
44号井,2149.67,4.22,187.28
44号井,2159.16,7.02,184.48
44号井,2168.81,9.84,180.18
44号井,2178.34,11.95,177.38
44号井,2184.3,14.19,180.68
44号井,2203.4,16.71,184.41
44号井,2232.16,17.02,184.27
44号井,2260.76,17.47,184.12
44号井,2288.88,18.16,183.98
44号井,2307.54,18.55,183.89
44号井,2336.12,18.66,185.16
44号井,2364.61,18.67,185.72
44号井,2393.07,18.54,185.58
44号井,2421.64,18.97,185.7
44号井,2450.13,19.1,185.46
44号井,2478.67,19.62,185.37
44号井,2507.2,19.24,186.21
44号井,2535.73,20.39,188.46
44号井,2564.25,20.83,188.46
44号井,2592.71,20.12,188.72
44号井,2621.34,20.98,190.01
44号井,2649.87,20.37,189.35
44号井,2678.4,20.81,190.1
44号井,2690,20.83,190.19
45号井,200,0,353.18
45号井,228.58,0.9,113.08
45号井,257.18,0.85,164.78
45号井,285.79,0.94,90.68
45号井,314.41,0.86,338.38
45号井,343.13,0.89,62.38
45号井,371.8,0.83,168.08
45号井,400.62,0.42,7.48
45号井,429.25,0.48,352.18
45号井,458.01,0.23,203.18
45号井,486.64,0.35,133.28
45号井,515.28,0.5,109.28
45号井,543.99,0.94,295.58
45号井,572.71,0.88,316.58
45号井,601.38,0.56,253.08
45号井,630.11,0.75,273.48
45号井,658.83,0.9,291.18
45号井,687.45,1.06,312.98
45号井,716.18,1.13,333.58
45号井,744.83,0.81,358.28
45号井,773.64,0.42,22.08
45号井,802.26,0.1,80.88
45号井,830.97,0.12,237.78
45号井,859.61,0.28,259.88
45号井,888.24,0.58,296.68
45号井,916.96,0.79,311.88
45号井,945.59,1.01,326.68
45号井,974.22,0.93,351.68
45号井,1002.93,1.21,355.38
45号井,1031.57,1.13,332.28
45号井,1060.18,0.8,15.78
45号井,1088.89,0.51,286.68
45号井,1117.62,0.78,285.68
45号井,1146.33,1.01,308.28
45号井,1174.97,1.04,326.78
45号井,1203.6,0.74,340.48
45号井,1232.32,0.47,326.18
45号井,1260.89,0.66,269.18
45号井,1289.61,0.91,255.28
45号井,1318.27,1.33,266.68
45号井,1346.99,1.44,276.68
45号井,1375.66,1.55,286.18
45号井,1404.38,1.68,295.28
45号井,1432.99,1.21,309.58
45号井,1461.56,1.25,311.88
45号井,1490.19,1.22,307.58
45号井,1518.71,1.16,284.48
45号井,1547.38,1.68,294.98
45号井,1575.89,1.99,299.98
45号井,1604.6,1.79,306.38
45号井,1633.23,1.33,317.18
45号井,1661.44,1.11,329.68
45号井,1689.56,0.52,297.88
45号井,1717.86,0.46,287.08
45号井,1746.7,0.61,252.38
45号井,1775.01,0.73,239.78
45号井,1803.6,0.77,252.08
45号井,1832.01,0.91,253.18
45号井,1860.8,1.15,259.58
45号井,1888.9,1.11,260.58
45号井,1900,1.09,260.48
45号井,1910,2,198.18
45号井,1920,4.4,193.18
45号井,1930,7,193.18
45号井,1949.8,14,193.18
45号井,1970,21,198.18
45号井,2017.35,20.96,197.53
45号井,2064.47,20.9,196.33
45号井,2111.78,20.89,196.28
45号井,2159.23,20.88,196.19
45号井,2206.53,20.85,196.08
45号井,2253.65,21.11,196.28
45号井,2301.02,21.3,196.68
45号井,2348.33,21.78,197.08
45号井,2395.48,21.9,196.08
45号井,2442.63,21.87,195.58
45号井,2490,22.31,193.18
45号井,2537.18,22.56,196.98
45号井,2584.58,21.93,196.58
45号井,2631.9,21.9,197.18
45号井,2679.4,21.92,198.68
45号井,2682,21.93,199.78
46号井,258.66,0.17,358.47
46号井,287.26,0.79,123.16
46号井,315.91,1.86,304.32
46号井,373.34,1.53,13.33
46号井,402.09,1.54,37.66
46号井,430.72,1.54,37.46
46号井,459.68,1.4,56.59
46号井,488.37,1.3,65.29
46号井,517.27,1.13,67.44
46号井,545.9,1.16,67.67
46号井,574.59,0.92,96.52
46号井,603.26,0.68,109.41
46号井,631.94,0.51,115.21
46号井,660.62,0.38,123.1
46号井,689.29,0.49,118.49
46号井,717.98,0.36,116.96
46号井,746.58,0.57,111.9
46号井,775.26,0.51,112.23
46号井,803.88,0.67,93.21
46号井,832.6,0.64,97.67
46号井,861.28,0.61,95.92
46号井,889.77,0.56,87.73
46号井,918.4,0.49,81.02
46号井,946.92,0.78,74.5
46号井,975.59,0.68,57.06
46号井,1004.32,0.89,61.19
46号井,1032.85,0.67,59.47
46号井,1061.55,0.85,55.94
46号井,1090.12,1.2,48.26
46号井,1118.8,1.19,42.95
46号井,1147.45,1.15,38.69
46号井,1176.05,1.19,33.17
46号井,1204.54,1.12,39.14
46号井,1233.15,1.08,37.7
46号井,1261.67,1.55,26.7
46号井,1290.14,0.96,48.92
46号井,1318.76,1.06,78.52
46号井,1347.29,1.16,78.48
46号井,1375.89,1.01,92.27
46号井,1404.82,0.97,104.09
46号井,1443.42,0.64,88.48
46号井,1462.13,0.56,60.9
46号井,1490.22,0.58,63.64
46号井,1519.12,0.88,16.87
46号井,1547.73,0.82,6.7
46号井,1576.36,0.97,5.14
46号井,1605.12,1.07,320.34
46号井,1633.68,1.34,304.96
46号井,1662,1.76,299.6
46号井,1691.03,1.25,320.68
46号井,1719.26,0.75,317.62
46号井,1748,0.74,313.59
46号井,1776.83,1.18,268.36
46号井,1805.54,1.28,255.48
46号井,1834.24,1.04,235.18
46号井,1862.78,0.82,238.75
46号井,1891.3,0.7,247.81
46号井,1919.84,1.22,253.73
46号井,1948.55,1.24,251.79
46号井,1977,1.25,245.34
46号井,2005.71,1.08,248.62
46号井,2034.4,1.13,254.57
46号井,2063,1.29,258.31
46号井,2091.5,1.38,271.71
46号井,2113.6,1.41,55.49
46号井,2123.1,2.98,68.09
46号井,2132.7,5.03,70.79
46号井,2142.4,7.82,70.09
46号井,2156.4,12,75.09
46号井,2166.8,13.8,77.59
46号井,2209.6,13.63,76.89
46号井,2214.3,13.6,76.84
46号井,2243,13.5,76.59
46号井,2271.6,12.85,76.39
46号井,2300.3,12.85,76.39
46号井,2328.8,12.73,74.09
46号井,2338.7,12.69,72.96
46号井,2366,12.5,72.19
46号井,2394.8,12.4,72.09
46号井,2423.5,12.2,71.19
46号井,2452,11.97,70.69
46号井,2480.8,11.14,72.69
46号井,2509.5,11.08,72.29
46号井,2519.4,11,72.1
46号井,2538.3,10.9,71.64
46号井,2567,10.74,71.09
46号井,2595.6,10.57,70.49
46号井,2624.2,10.3,70.11
46号井,2633,10.2,69.99
47号井,154.76,0.86,347.67
47号井,183.56,0.78,274.42
47号井,212.33,0.74,327.34
47号井,241.19,0.71,42.79
47号井,269.87,1.25,70.07
47号井,298.64,1.38,82.32
47号井,327.5,1.53,83.57
47号井,356.24,1.33,351.06
47号井,385.04,1.26,92.55
47号井,413.9,0.98,92.55
47号井,442.64,0.9,38.33
47号井,471.44,0.99,28.65
47号井,500.21,1.25,338.88
47号井,529.01,1.53,44.37
47号井,557.84,1.81,61.03
47号井,586.73,1.71,72.36
47号井,615.47,1.43,12.08
47号井,644.15,1.13,343.44
47号井,672.89,0.85,8.95
47号井,701.69,0.98,13.91
47号井,730.46,1.15,357.12
47号井,759.32,1.06,353.63
47号井,788.06,1.42,357.42
